INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,NODE_ID_XML,NODE_ID,NODE,MARKET_RUN_ID,LMP_TYPE,XML_DATA_ITEM,PNODE_RESMRID,GRP_TYPE,POS,PRC,OPR_INTERVAL,GROUP
2023-07-31T08:00:00-00:00,2023-07-31T08:15:00-00:00,2023-07-31,02,MIL1_3_PASGNODE,MIL1_3_PASGNODE,MIL1_3_PASGNODE,RTPD,LMP,LMP_PRC,MIL1_3_PASGNODE,ALL,1,65.2446,1,1
2023-07-31T09:00:00-00:00,2023-07-31T09:15:00-00:00,2023-07-31,03,MIL1_3_PASGNODE,MIL1_3_PASGNODE,MIL1_3_PASGNODE,RTPD,LMP,LMP_PRC,MIL1_3_PASGNODE,ALL,1,58.18133,1,1
2023-07-31T10:00:00-00:00,2023-07-31T10:15:00-00:00,2023-07-31,04,MIL1_3_PASGNODE,MIL1_3_PASGNODE,MIL1_3_PASGNODE,RTPD,LMP,LMP_PRC,MIL1_3_PASGNODE,ALL,1,48.84313,1,1
2023-07-31T11:00:00-00:00,2023-07-31T11:15:00-00:00,2023-07-31,05,MIL1_3_PASGNODE,MIL1_3_PASGNODE,MIL1_3_PASGNODE,RTPD,LMP,LMP_PRC,MIL1_3_PASGNODE,ALL,1,46.44548,1,1
2023-07-31T12:00:00-00:00,2023-07-31T12:15:00-00:00,2023-07-31,06,MIL1_3_PASGNODE,MIL1_3_PASGNODE,MIL1_3_PASGNODE,RTPD,LMP,LMP_PRC,MIL1_3_PASGNODE,ALL,1,48.96709,1,1
2023-07-31T13:00:00-00:00,2023-07-31T13:15:00-00:00,2023-07-31,07,MIL1_3_PASGNODE,MIL1_3_PASGNODE,MIL1_3_PASGNODE,RTPD,LMP,LMP_PRC,MIL1_3_PASGNODE,ALL,1,57.78161,1,1
2023-07-31T14:00:00-00:00,2023-07-31T14:15:00-00:00,2023-07-31,08,MIL1_3_PASGNODE,MIL1_3_PASGNODE,MIL1_3_PASGNODE,RTPD,LMP,LMP_PRC,MIL1_3_PASGNODE,ALL,1,52.21815,1,1
2023-07-31T15:00:00-00:00,2023-07-31T15:15:00-00:00,2023-07-31,09,MIL1_3_PASGNODE,MIL1_3_PASGNODE,MIL1_3_PASGNODE,RTPD,LMP,LMP_PRC,MIL1_3_PASGNODE,ALL,1,52.32098,1,1
2023-07-31T16:00:00-00:00,2023-07-31T16:15:00-00:00,2023-07-31,10,MIL1_3_PASGNODE,MIL1_3_PASGNODE,MIL1_3_PASGNODE,RTPD,LMP,LMP_PRC,MIL1_3_PASGNODE,ALL,1,52.71586,1,1
2023-07-31T17:00:00-00:00,2023-07-31T17:15:00-00:00,2023-07-31,11,MIL1_3_PASGNODE,MIL1_3_PASGNODE,MIL1_3_PASGNODE,RTPD,LMP,LMP_PRC,MIL1_3_PASGNODE,ALL,1,58.84972,1,1
2023-07-31T18:00:00-00:00,2023-07-31T18:15:00-00:00,2023-07-31,12,MIL1_3_PASGNODE,MIL1_3_PASGNODE,MIL1_3_PASGNODE,RTPD,LMP,LMP_PRC,MIL1_3_PASGNODE,ALL,1,60.05848,1,1
